country_code,region_code,region,year,ncd_probability_30_70,ncd_probability_low,ncd_probability_high,data_quality_note,ncd_mortality_rate,ncd_mortality_rate_low,ncd_mortality_rate_high
PRT,EUR,Europe,2005,14.2,12.1,16.4,,440.11807251,354.933563232,564.004638672
PRT,EUR,Europe,2006,13.5,11.5,15.6,,408.547912598,327.700317383,524.402038574
PRT,EUR,Europe,2007,13.1,11.2,15.2,,402.948455811,321.739776611,518.599121094
PRT,EUR,Europe,2008,12.8,10.9,14.9,,393.12487793,312.559234619,506.890563965
PRT,EUR,Europe,2009,12.6,10.7,14.7,,384.284362793,304.358123779,495.97769165
PRT,EUR,Europe,2010,12.4,10.5,14.4,,376.870483398,296.724761963,486.052642822
PRT,EUR,Europe,2011,12.2,10.4,14.3,,357.863677979,280.420715332,460.776885986
PRT,EUR,Europe,2012,12.1,10.2,14.1,,359.663024902,280.707397461,464.131378174
PRT,EUR,Europe,2013,11.8,10.0,13.9,,350.64755249,272.181518555,452.481506348
PRT,EUR,Europe,2014,11.5,9.7,13.4,,337.711456299,260.56427002,435.574920654
PRT,EUR,Europe,2015,11.5,9.7,13.4,,338.843994141,259.556671143,436.351348877
PRT,EUR,Europe,2016,11.5,9.6,13.5,,339.846038818,258.779205322,436.784088135
PRT,EUR,Europe,2017,11.4,9.5,13.4,,332.014831543,251.392227173,426.40032959
PRT,EUR,Europe,2018,11.4,9.4,13.3,,334.587768555,251.479598999,429.946655273
PRT,EUR,Europe,2019,11.2,9.2,13.2,,329.705871582,245.25579834,423.479309082
PRT,EUR,Europe,2020,10.7,8.7,12.6,,323.61541748,237.468841553,416.753753662
PRT,EUR,Europe,2021,10.5,8.5,12.4,,306.595825195,222.980484009,393.136779785
PRY,AMR,Americas,2000,17.5,13.0,23.3,,430.472045898,312.589263916,672.918029785
PRY,AMR,Americas,2001,16.8,12.3,22.3,,422.918487549,305.826324463,661.684509277
PRY,AMR,Americas,2002,16.9,12.3,22.4,,424.157165527,305.926605225,662.585632324
PRY,AMR,Americas,2003,17.4,12.7,23.0,,425.199401855,305.350189209,659.229797363
PRY,AMR,Americas,2004,17.9,13.1,23.5,,440.656768799,315.354064941,675.968017578
PRY,AMR,Americas,2005,17.8,13.0,23.4,,443.649597168,314.774108887,677.801147461
PRY,AMR,Americas,2006,18.0,13.2,23.6,,452.706573486,319.081848145,686.730041504
PRY,AMR,Americas,2007,18.1,13.2,23.7,,445.971618652,312.247283936,671.894958496
PRY,AMR,Americas,2008,17.6,12.9,23.0,,449.114471436,313.328765869,674.010986328
PRY,AMR,Americas,2009,17.9,13.1,23.4,,450.837097168,313.016479492,672.318664551
PRY,AMR,Americas,2010,18.0,13.1,23.5,,463.889465332,321.732757568,690.336425781
PRY,AMR,Americas,2011,17.2,12.5,22.5,,456.362823486,315.132202148,677.193603516
PRY,AMR,Americas,2012,17.0,12.3,22.1,,455.961669922,312.587371826,675.28326416
PRY,AMR,Americas,2013,16.8,12.0,21.9,,460.023040771,314.106658936,682.18560791
PRY,AMR,Americas,2014,16.4,11.7,21.5,,462.293670654,312.954589844,685.463134766
PRY,AMR,Americas,2015,16.6,11.8,21.7,,468.783996582,317.17767334,695.12097168
PRY,AMR,Americas,2016,16.7,11.9,21.9,,477.013977051,322.345306396,710.224304199
PRY,AMR,Americas,2017,16.4,11.7,21.7,,466.881286621,313.6277771,699.618103027
PRY,AMR,Americas,2018,16.5,11.6,22.0,,473.287536621,315.977874756,715.008361816
PRY,AMR,Americas,2019,16.5,11.4,22.2,,473.203887939,310.327178955,724.852844238
PRY,AMR,Americas,2020,15.5,10.6,21.0,,432.726806641,280.470581055,665.301757813
PRY,AMR,Americas,2021,16.1,10.6,22.8,,455.78225708,285.955688477,726.59387207
PSE,EMR,Eastern Mediterranean,2000,25.2,18.4,31.6,,775.156066895,527.872253418,1060.358276367
PSE,EMR,Eastern Mediterranean,2001,25.2,18.5,31.4,,774.731994629,531.631164551,1053.599853516
PSE,EMR,Eastern Mediterranean,2002,25.4,18.8,31.4,,779.20904541,537.426025391,1053.3359375
PSE,EMR,Eastern Mediterranean,2003,25.0,18.5,30.9,,771.535705566,534.020324707,1040.095703125
PSE,EMR,Eastern Mediterranean,2004,24.9,18.4,30.7,,779.68572998,540.640258789,1047.326171875
PSE,EMR,Eastern Mediterranean,2005,24.6,18.2,30.3,,778.569458008,540.221923828,1044.600341797
PSE,EMR,Eastern Mediterranean,2006,24.4,18.0,30.0,,775.598083496,538.608154297,1039.794799805
PSE,EMR,Eastern Mediterranean,2007,24.2,17.9,29.7,,777.962646484,541.397033691,1041.026611328
PSE,EMR,Eastern Mediterranean,2008,23.6,17.5,28.9,,765.365478516,533.799743652,1023.130004883
PSE,EMR,Eastern Mediterranean,2009,23.2,17.2,28.4,,755.221313477,527.513977051,1007.953491211
PSE,EMR,Eastern Mediterranean,2010,23.0,17.1,28.1,,748.535217285,522.617492676,998.801086426
PSE,EMR,Eastern Mediterranean,2011,23.2,17.3,28.3,,733.678955078,511.563232422,978.088195801
PSE,EMR,Eastern Mediterranean,2012,22.4,16.6,27.3,,690.448669434,480.682495117,919.229492188
PSE,EMR,Eastern Mediterranean,2013,21.0,15.5,25.7,,653.352172852,452.866485596,870.86920166
PSE,EMR,Eastern Mediterranean,2014,20.3,14.9,24.9,,636.955200195,438.749938965,852.477294922
PSE,EMR,Eastern Mediterranean,2015,20.4,15.0,25.1,,628.257507324,433.198242188,840.528686523
PSE,EMR,Eastern Mediterranean,2016,19.6,14.4,24.3,,601.496826172,411.802642822,806.784912109
PSE,EMR,Eastern Mediterranean,2017,18.8,13.7,23.5,,578.929016113,392.749084473,779.469299316
PSE,EMR,Eastern Mediterranean,2018,18.3,13.3,23.1,,562.931945801,378.347351074,762.583496094
PSE,EMR,Eastern Mediterranean,2019,18.5,13.3,23.5,,559.388977051,372.138702393,762.300231934
PSE,EMR,Eastern Mediterranean,2020,18.1,12.8,23.6,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",548.397888184,358.272796631,756.720458984
PSE,EMR,Eastern Mediterranean,2021,18.3,12.9,23.9,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",557.942749023,363.16595459,772.477966309
QAT,EMR,Eastern Mediterranean,2000,28.8,21.1,37.7,,948.436218262,643.047851563,1391.634277344
QAT,EMR,Eastern Mediterranean,2001,28.6,21.0,37.5,,967.935791016,661.394287109,1422.852416992
QAT,EMR,Eastern Mediterranean,2002,28.8,21.1,37.7,,984.973327637,677.530944824,1451.682006836
QAT,EMR,Eastern Mediterranean,2003,28.4,20.8,37.1,,966.229858398,668.393798828,1422.979125977
QAT,EMR,Eastern Mediterranean,2004,27.5,20.2,35.9,,939.809448242,637.737243652,1353.225585938
QAT,EMR,Eastern Mediterranean,2005,26.7,19.5,34.7,,917.691101074,611.498352051,1292.361694336
QAT,EMR,Eastern Mediterranean,2006,25.1,18.1,32.5,,879.833312988,560.477294922,1184.52746582
QAT,EMR,Eastern Mediterranean,2007,24.0,17.4,31.4,,863.558105469,512.870239258,1088.418823242
QAT,EMR,Eastern Mediterranean,2008,22.7,16.6,30.1,,825.606994629,484.940460205,1035.474853516
QAT,EMR,Eastern Mediterranean,2009,21.4,15.7,28.7,,796.133972168,488.868164063,1053.21472168
QAT,EMR,Eastern Mediterranean,2010,20.0,14.4,26.7,,745.68182373,456.578857422,999.473388672
QAT,EMR,Eastern Mediterranean,2011,18.6,13.1,24.8,,677.907348633,397.072814941,880.398925781
QAT,EMR,Eastern Mediterranean,2012,17.5,12.3,23.5,,621.240783691,356.797515869,796.422912598
QAT,EMR,Eastern Mediterranean,2013,16.4,11.5,22.4,,560.983154297,322.266204834,731.769287109
QAT,EMR,Eastern Mediterranean,2014,15.5,10.8,21.3,,514.862121582,292.410858154,679.887329102
QAT,EMR,Eastern Mediterranean,2015,14.6,10.0,20.3,,456.891448975,259.246582031,623.063415527
QAT,EMR,Eastern Mediterranean,2016,14.1,9.6,19.9,,441.889709473,259.611755371,638.377807617
QAT,EMR,Eastern Mediterranean,2017,13.7,9.2,19.5,,432.010803223,256.073028564,643.976501465
QAT,EMR,Eastern Mediterranean,2018,13.4,8.8,19.4,,429.157287598,252.150009155,653.091186523
QAT,EMR,Eastern Mediterranean,2019,12.9,8.4,19.1,,421.265197754,251.055389404,666.956237793
QAT,EMR,Eastern Mediterranean,2020,12.0,7.5,18.2,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",469.650817871,279.498352051,757.283569336
QAT,EMR,Eastern Mediterranean,2021,12.1,8.0,19.3,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",479.909545898,286.732330322,773.925170898
ROU,EUR,Europe,2000,26.4,23.2,29.2,,737.336853027,616.098815918,856.694274902
ROU,EUR,Europe,2001,26.6,23.4,29.4,,738.096557617,617.235778809,860.261169434
ROU,EUR,Europe,2002,27.2,23.9,30.0,,770.922668457,645.617919922,899.536437988
ROU,EUR,Europe,2003,26.7,23.5,29.6,,761.100036621,639.06842041,891.346923828
ROU,EUR,Europe,2004,25.7,22.5,28.5,,726.222412109,615.561950684,860.623474121
ROU,EUR,Europe,2005,25.5,22.2,28.2,,722.370056152,619.588195801,866.071228027
ROU,EUR,Europe,2006,24.8,21.6,27.4,,697.663879395,599.175109863,838.934020996
ROU,EUR,Europe,2007,24.1,21.0,26.7,,666.78527832,567.862365723,799.133300781
ROU,EUR,Europe,2008,23.7,20.6,26.3,,654.773986816,553.427062988,781.382324219
ROU,EUR,Europe,2009,23.7,20.7,26.4,,654.392272949,548.772277832,777.656921387
ROU,EUR,Europe,2010,23.1,20.1,25.8,,646.954467773,539.269775391,766.683959961
ROU,EUR,Europe,2011,22.1,19.2,24.7,,616.962646484,510.696563721,728.446105957
ROU,EUR,Europe,2012,22.0,19.1,24.7,,612.135314941,505.306396484,722.017456055
ROU,EUR,Europe,2013,21.4,18.6,24.1,,582.211425781,478.852783203,687.843688965
ROU,EUR,Europe,2014,21.6,18.8,24.4,,589.738525391,485.131103516,697.760559082
ROU,EUR,Europe,2015,21.6,18.8,24.4,,591.137451172,485.2527771,699.762084961
ROU,EUR,Europe,2016,21.7,18.8,24.5,,580.24005127,475.517730713,689.724487305
ROU,EUR,Europe,2017,21.6,18.6,24.4,,578.99407959,474.710266113,692.427185059
ROU,EUR,Europe,2018,21.8,18.7,24.6,,575.217041016,471.5440979,693.458862305
ROU,EUR,Europe,2019,21.1,18.1,23.9,,554.776916504,454.165985107,674.212646484
ROU,EUR,Europe,2020,21.5,18.1,24.8,,567.215576172,457.50994873,699.114807129
ROU,EUR,Europe,2021,21.5,17.7,25.4,,571.513671875,451.882476807,718.592590332
RUS,EUR,Europe,2000,36.9,36.1,37.6,,938.20526123,882.324890137,1008.610961914
RUS,EUR,Europe,2001,37.3,36.4,38.0,,943.250976563,885.489624023,1012.018676758
RUS,EUR,Europe,2002,38.1,37.3,38.8,,970.238098145,908.562072754,1035.652954102
RUS,EUR,Europe,2003,38.1,37.2,38.8,,998.919250488,932.468017578,1066.117919922
RUS,EUR,Europe,2004,37.2,36.3,37.8,,966.809936523,900.961791992,1036.239257813
RUS,EUR,Europe,2005,37.3,36.4,38.0,,972.158569336,904.42388916,1042.978515625
RUS,EUR,Europe,2006,34.6,33.8,35.2,,909.410461426,844.982971191,978.379089355
RUS,EUR,Europe,2007,32.9,32.0,33.5,,861.006164551,798.197814941,929.981262207
RUS,EUR,Europe,2008,32.8,32.0,33.4,,850.731323242,790.20690918,918.670043945
RUS,EUR,Europe,2009,31.5,30.7,32.1,,815.339355469,755.637695313,883.39465332
RUS,EUR,Europe,2010,30.9,30.0,31.4,,803.106384277,743.933410645,870.686706543
RUS,EUR,Europe,2011,29.0,28.1,29.6,,745.375671387,687.753173828,811.554504395
RUS,EUR,Europe,2012,27.6,26.8,28.2,,721.470397949,664.512756348,787.917541504
RUS,EUR,Europe,2013,26.6,25.8,27.3,,697.532043457,641.187988281,763.739746094
RUS,EUR,Europe,2014,28.0,27.2,28.7,,704.384338379,646.958862305,772.450073242
RUS,EUR,Europe,2015,26.0,25.2,26.6,,683.894470215,626.263366699,749.155395508
RUS,EUR,Europe,2016,26.1,25.2,26.6,,681.745605469,622.262329102,746.409851074
RUS,EUR,Europe,2017,24.9,23.9,25.4,,649.057495117,588.458312988,712.84161377
RUS,EUR,Europe,2018,25.0,24.1,25.4,,645.734008789,584.239379883,707.626647949
RUS,EUR,Europe,2019,24.0,23.1,24.4,,620.281921387,557.819152832,679.056762695
RUS,EUR,Europe,2020,22.0,20.5,23.2,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",568.363586426,499.61315918,637.33013916
RUS,EUR,Europe,2021,22.4,19.7,24.7,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",585.179260254,492.312866211,681.046264648
RWA,AFR,Africa,2000,37.6,23.5,53.8,,1047.665039063,681.362182617,2217.450927734
RWA,AFR,Africa,2001,34.7,21.3,49.7,,967.123352051,693.608520508,2287.693847656
RWA,AFR,Africa,2002,31.8,19.2,45.9,,895.783874512,693.468200684,2330.859130859
RWA,AFR,Africa,2003,29.1,17.4,42.4,,824.719421387,647.292602539,2203.516601563
RWA,AFR,Africa,2004,26.9,16.0,39.6,,762.521728516,588.213867188,2013.692260742
RWA,AFR,Africa,2005,25.1,14.9,37.3,,716.094177246,543.981994629,1874.633056641
RWA,AFR,Africa,2006,23.9,14.1,35.9,,686.414855957,517.073669434,1790.764160156
RWA,AFR,Africa,2007,23.0,13.6,34.9,,665.773681641,500.167663574,1747.009521484
RWA,AFR,Africa,2008,22.3,13.1,34.1,,649.594726563,487.096405029,1721.548950195
RWA,AFR,Africa,2009,21.6,12.6,33.3,,633.070800781,473.327484131,1694.228881836
RWA,AFR,Africa,2010,21.2,12.3,32.9,,628.340637207,468.834533691,1696.300048828
RWA,AFR,Africa,2011,20.9,12.0,32.5,,623.70690918,465.891326904,1702.467651367
RWA,AFR,Africa,2012,20.8,11.7,32.3,,620.33013916,438.891082764,1611.104003906
RWA,AFR,Africa,2013,20.6,11.4,31.8,,617.197875977,397.675811768,1458.522949219
RWA,AFR,Africa,2014,20.6,11.2,31.7,,615.901977539,368.066009521,1349.312988281
RWA,AFR,Africa,2015,20.6,11.0,31.3,,613.090637207,345.221984863,1264.755737305
RWA,AFR,Africa,2016,20.5,10.8,30.9,,608.895568848,327.555969238,1199.599975586
RWA,AFR,Africa,2017,20.5,10.7,30.8,,612.418640137,316.761444092,1165.438720703
RWA,AFR,Africa,2018,20.4,10.5,30.6,,612.867370605,306.320007324,1133.506103516
RWA,AFR,Africa,2019,20.4,10.5,30.5,,613.696716309,297.5027771,1107.230957031
RWA,AFR,Africa,2020,20.2,10.3,30.2,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",606.932006836,288.50982666,1075.479003906
RWA,AFR,Africa,2021,20.0,10.1,30.0,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",608.538269043,280.627838135,1053.868041992
SAU,EMR,Eastern Mediterranean,2000,19.5,13.9,26.2,,781.429992676,514.445495605,1145.457397461
SAU,EMR,Eastern Mediterranean,2001,19.2,13.8,25.6,,774.186950684,512.882080078,1130.739990234
SAU,EMR,Eastern Mediterranean,2002,18.9,13.6,25.0,,766.910461426,510.241790771,1116.878051758
SAU,EMR,Eastern Mediterranean,2003,18.7,13.6,24.7,,761.391662598,508.612915039,1105.145996094
SAU,EMR,Eastern Mediterranean,2004,18.6,13.6,24.3,,749.843933105,502.153320313,1085.421264648
SAU,EMR,Eastern Mediterranean,2005,18.5,13.7,24.2,,738.276062012,495.380981445,1065.622314453
SAU,EMR,Eastern Mediterranean,2006,18.7,13.9,24.4,,716.68927002,482.903869629,1031.929443359
SAU,EMR,Eastern Mediterranean,2007,18.7,13.9,24.3,,681.872009277,459.845001221,979.763793945
SAU,EMR,Eastern Mediterranean,2008,18.1,13.5,23.6,,638.003662109,430.301757813,916.853149414
SAU,EMR,Eastern Mediterranean,2009,17.1,12.7,22.4,,586.528869629,394.39642334,844.878417969
SAU,EMR,Eastern Mediterranean,2010,15.9,11.7,21.0,,534.608154297,357.432678223,773.253356934
SAU,EMR,Eastern Mediterranean,2011,14.1,10.3,18.8,,476.169952393,315.937316895,692.99420166
SAU,EMR,Eastern Mediterranean,2012,12.9,9.3,17.3,,438.600769043,288.593170166,642.758544922
SAU,EMR,Eastern Mediterranean,2013,12.5,8.9,16.9,,431.787353516,280.804779053,638.131408691
SAU,EMR,Eastern Mediterranean,2014,12.7,9.0,17.4,,444.084777832,285.022460938,662.760681152
SAU,EMR,Eastern Mediterranean,2015,12.9,9.1,17.8,,457.804046631,292.489044189,686.678161621
SAU,EMR,Eastern Mediterranean,2016,13.1,9.1,18.2,,469.610778809,296.713531494,711.016296387
SAU,EMR,Eastern Mediterranean,2017,13.8,9.5,19.2,,487.445098877,306.060821533,743.13671875
SAU,EMR,Eastern Mediterranean,2018,14.2,9.7,19.9,,494.624847412,307.053161621,759.606018066
SAU,EMR,Eastern Mediterranean,2019,14.3,9.7,20.2,,492.223602295,302.759338379,761.250610352
SAU,EMR,Eastern Mediterranean,2020,13.5,9.1,19.2,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",452.878448486,276.849853516,703.036376953
SAU,EMR,Eastern Mediterranean,2021,13.6,9.1,19.5,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",462.094970703,280.596801758,720.869140625
SDN,EMR,Eastern Mediterranean,2000,26.7,14.5,35.7,,684.459350586,312.059539795,969.898925781
SDN,EMR,Eastern Mediterranean,2001,26.3,14.4,35.4,,674.481323242,309.518798828,959.077514648
SDN,EMR,Eastern Mediterranean,2002,26.0,14.3,35.3,,667.192199707,307.382476807,949.39642334
SDN,EMR,Eastern Mediterranean,2003,25.5,14.2,35.1,,655.551574707,304.560211182,934.213134766
SDN,EMR,Eastern Mediterranean,2004,25.0,14.1,34.8,,644.836547852,302.287994385,924.742614746
SDN,EMR,Eastern Mediterranean,2005,24.6,14.1,35.0,,636.37701416,302.208618164,920.525085449
SDN,EMR,Eastern Mediterranean,2006,24.2,14.2,35.0,,630.08190918,302.253723145,921.973144531
SDN,EMR,Eastern Mediterranean,2007,24.0,14.3,35.3,,625.163635254,303.164306641,924.581420898
SDN,EMR,Eastern Mediterranean,2008,24.0,14.5,35.8,,626.182006836,306.431976318,934.179260254
SDN,EMR,Eastern Mediterranean,2009,23.7,14.6,35.8,,621.156311035,307.374816895,931.859130859
SDN,EMR,Eastern Mediterranean,2010,23.2,14.4,35.4,,608.174377441,303.511688232,913.284912109
SDN,EMR,Eastern Mediterranean,2011,23.7,14.8,36.4,,622.348388672,313.15335083,939.670349121
SDN,EMR,Eastern Mediterranean,2012,23.4,14.7,36.1,,613.701965332,312.050720215,930.803588867
SDN,EMR,Eastern Mediterranean,2013,23.3,14.7,36.2,,615.545776367,316.703308105,940.742736816
SDN,EMR,Eastern Mediterranean,2014,23.1,14.6,36.0,,612.11706543,317.379119873,942.128601074
SDN,EMR,Eastern Mediterranean,2015,22.9,14.5,35.7,,609.095397949,319.989807129,940.089111328
SDN,EMR,Eastern Mediterranean,2016,22.8,14.4,35.3,,607.724182129,322.647460938,940.491577148
SDN,EMR,Eastern Mediterranean,2017,22.7,14.3,35.0,,607.450805664,325.121704102,939.589416504
SDN,EMR,Eastern Mediterranean,2018,22.8,14.2,34.7,,613.508666992,329.428894043,950.048034668
SDN,EMR,Eastern Mediterranean,2019,22.4,13.8,33.8,,607.295959473,328.542785645,942.965820313
SDN,EMR,Eastern Mediterranean,2020,22.6,13.8,33.6,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",618.04510498,336.987091064,962.546447754
SDN,EMR,Eastern Mediterranean,2021,21.2,12.6,31.5,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",578.527832031,315.215881348,910.409362793
SEN,AFR,Africa,2000,24.5,15.4,35.0,,653.708007813,373.739318848,1046.691650391
SEN,AFR,Africa,2001,24.5,15.8,34.5,,645.174194336,373.390197754,1019.370727539
SEN,AFR,Africa,2002,24.2,15.5,33.9,,632.014526367,358.199554443,969.242736816
SEN,AFR,Africa,2003,24.0,15.2,33.6,,636.843444824,349.059051514,956.438232422
SEN,AFR,Africa,2004,23.7,15.0,32.9,,630.678283691,341.802429199,932.754943848
SEN,AFR,Africa,2005,23.3,14.6,32.3,,624.028564453,333.922485352,914.039367676
SEN,AFR,Africa,2006,22.8,14.1,31.5,,616.593139648,326.699279785,895.63671875
SEN,AFR,Africa,2007,22.8,14.1,31.4,,614.808105469,323.313476563,885.454772949
SEN,AFR,Africa,2008,23.5,14.5,32.1,,628.54675293,328.791809082,898.874816895
SEN,AFR,Africa,2009,23.5,14.4,31.9,,627.571716309,325.597808838,891.6328125
SEN,AFR,Africa,2010,23.0,14.0,31.3,,616.824890137,317.46206665,872.048706055
SEN,AFR,Africa,2011,22.8,13.8,31.1,,614.664245605,314.743530273,868.907592773
SEN,AFR,Africa,2012,22.9,13.7,31.3,,617.623901367,314.095916748,876.692871094
SEN,AFR,Africa,2013,23.0,13.7,31.3,,620.47845459,315.883331299,882.903076172
SEN,AFR,Africa,2014,23.3,13.7,31.6,,625.712097168,318.185852051,895.338867188
SEN,AFR,Africa,2015,22.8,13.2,31.1,,615.936157227,310.679016113,886.877868652
SEN,AFR,Africa,2016,22.8,13.2,31.0,,614.491333008,310.673736572,888.086486816
SEN,AFR,Africa,2017,22.6,12.9,30.8,,611.885253906,308.347229004,887.977050781
SEN,AFR,Africa,2018,22.3,12.7,30.4,,609.060424805,306.496398926,885.872131348
SEN,AFR,Africa,2019,22.4,12.7,30.5,,612.352722168,307.962219238,890.788574219
SEN,AFR,Africa,2020,22.4,12.6,30.3,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",616.945129395,309.378417969,894.965942383
SEN,AFR,Africa,2021,21.4,11.9,29.0,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and need to be interpreted with caution.",595.778991699,296.618255615,867.331726074
SGP,WPR,Western Pacific,2000,16.5,14.4,20.7,,403.992004395,344.171569824,511.403106689
SGP,WPR,Western Pacific,2001,16.1,13.9,20.3,,387.881530762,330.874084473,494.04196167
SGP,WPR,Western Pacific,2002,15.3,13.0,19.6,,365.847961426,313.965606689,471.25894165
SGP,WPR,Western Pacific,2003,14.2,11.9,18.3,,350.79095459,303.281433105,457.422821045
SGP,WPR,Western Pacific,2004,13.5,11.4,17.3,,328.872192383,283.12701416,429.190490723
SGP,WPR,Western Pacific,2005,13.1,11.2,16.7,,317.163574219,269.131988525,412.879333496
SGP,WPR,Western Pacific,2006,12.5,10.6,16.0,,313.33706665,266.308166504,408.455444336
SGP,WPR,Western Pacific,2007,12.5,10.8,15.8,,325.792724609,277.4425354,426.235321045
SGP,WPR,Western Pacific,2008,12.4,10.6,15.8,,313.697387695,266.354919434,409.478973389
SGP,WPR,Western Pacific,2009,11.3,9.5,14.6,,288.483459473,241.914840698,375.087036133
SGP,WPR,Western Pacific,2010,11.0,8.6,14.9,,283.55569458,238.575668335,373.244384766
SGP,WPR,Western Pacific,2011,10.9,8.0,15.3,,277.231170654,236.211181641,372.378601074
SGP,WPR,Western Pacific,2012,10.7,7.7,15.2,,268.453338623,228.880569458,364.509063721
SGP,WPR,Western Pacific,2013,10.2,7.3,14.6,,260.439453125,221.780197144,356.351959229
SGP,WPR,Western Pacific,2014,9.8,7.0,14.0,,253.311187744,215.127975464,348.232299805
SGP,WPR,Western Pacific,2015,9.8,6.9,14.1,,246.778060913,210.247695923,342.560241699
SGP,WPR,Western Pacific,2016,9.6,6.4,14.2,,239.383255005,205.915634155,336.724945068
SGP,WPR,Western Pacific,2017,9.4,5.8,14.4,,237.358306885,205.521820068,338.738311768
SGP,WPR,Western Pacific,2018,9.0,5.1,14.3,,228.249191284,198.800750732,331.190948486
SGP,WPR,Western Pacific,2019,8.6,4.7,13.9,,219.306442261,191.946395874,323.38684082
SGP,WPR,Western Pacific,2020,8.9,4.5,14.8,,223.698532104,198.644866943,338.803741455
SGP,WPR,Western Pacific,2021,10.3,4.9,17.4,,223.689956665,207.179718018,353.688110352
SLB,WPR,Western Pacific,2000,34.3,21.4,47.9,,880.03527832,501.48651123,1336.154052734
SLB,WPR,Western Pacific,2001,33.9,20.7,47.8,,868.036132813,494.349853516,1338.364746094
SLB,WPR,Western Pacific,2002,34.0,20.2,48.3,,876.800476074,495.888397217,1370.741210938
SLB,WPR,Western Pacific,2003,35.1,21.7,49.8,,894.048706055,515.207946777,1402.931640625
SLB,WPR,Western Pacific,2004,31.4,19.3,45.4,,829.216674805,478.029754639,1301.805541992
SLB,WPR,Western Pacific,2005,33.7,20.7,48.4,,868.805358887,495.791168213,1360.775634766
SLB,WPR,Western Pacific,2006,33.4,21.5,47.6,,869.870178223,509.759094238,1349.540283203
SLB,WPR,Western Pacific,2007,37.6,23.6,53.1,,939.57623291,536.913146973,1469.515014648
SLB,WPR,Western Pacific,2008,39.5,27.0,54.5,,975.915161133,586.797607422,1512.177368164
SLB,WPR,Western Pacific,2009,39.5,27.3,54.4,,975.163696289,592.368896484,1511.242919922
SLB,WPR,Western Pacific,2010,39.2,27.1,54.0,,967.834838867,587.977905273,1497.418945313
SLB,WPR,Western Pacific,2011,39.3,27.3,53.5,,969.571960449,589.565490723,1486.278198242
SLB,WPR,Western Pacific,2012,39.3,27.2,53.0,,966.364501953,585.68927002,1465.313720703
SLB,WPR,Western Pacific,2013,39.1,27.0,52.3,,960.507507324,576.687561035,1435.223876953
SLB,WPR,Western Pacific,2014,39.2,26.8,51.9,,958.148681641,566.94128418,1405.165039063
SLB,WPR,Western Pacific,2015,39.0,26.4,51.0,,953.655517578,551.610168457,1362.5390625
SLB,WPR,Western Pacific,2016,38.6,25.6,49.9,,944.176269531,531.575500488,1313.862182617
SLB,WPR,Western Pacific,2017,38.4,25.1,49.0,,941.266113281,517.893005371,1272.839599609
SLB,WPR,Western Pacific,2018,38.5,24.8,48.5,,942.570556641,505.676086426,1243.395507813
